Sales Person,Country,Product,Date,Amount,Boxes Shipped,Amount
Curtice Advani,Australia,Eclairs,01-11-2022,"$6,549.62",53,"6,549.62"
Barr Faughny,New Zealand,Manuka Honey Choco,01-11-2022,"$6,575.07",249,"6,575.07"
Wilone O'Kielt,India,Mint Chip Choco,01-11-2022,"$1,516.19",53,"1,516.19"
Kaine Padly,UK,Smooth Sliky Salty,01-11-2022,"$1,167",111,"1,167"
Brien Boise,Canada,85% Dark Bars,01-11-2022,"$1,452",242,"1,452"
Beverie Moffet,New Zealand,Smooth Sliky Salty,02-11-2022,"$3,506",343,"3,506"
Oby Sorrel,UK,Milk Bars,02-11-2022,"$2,047",212,"2,047"
Gigi Bohling,USA,99% Dark & Pure,02-11-2022,"$2,059",366,"2,059"
Kelci Walkden,Australia,Milk Bars,03-11-2022,"$8,684.58",120,"8,684.58"
Madelene Upcott,UK,Peanut Butter Cubes,03-11-2022,"$7,916.13",84,"7,916.13"
Gunar Cockshoot,UK,Smooth Sliky Salty,03-11-2022,"$5,804",206,"5,804"
Karlen McCaffrey,India,Orange Choco,04-11-2022,"$3,745.21",161,"3,745.21"
Dennison Crosswaite,India,Milk Bars,04-11-2022,"$3,304",248,"3,304"
Curtice Advani,UK,Fruit & Nut Bars,04-11-2022,"$6,337",210,"6,337"
Camilla Castle,New Zealand,Spicy Special Slims,04-11-2022,"$6,924",211,"6,924"
Ches Bonnell,UK,Caramel Stuffed Bars,05-11-2022,"$2,926.00",300,"2,926.00"
Karlen McCaffrey,USA,Drinking Coco,05-11-2022,$112.00,223,112
Gigi Bohling,USA,99% Dark & Pure,05-11-2022,$885.68,240,885.68
Madelene Upcott,New Zealand,White Choc,05-11-2022,"$6,672",184,"6,672"
Roddy Speechley,Canada,White Choc,05-11-2022,"$1,341",38,"1,341"
Dennison Crosswaite,Canada,85% Dark Bars,05-11-2022,"$7,955",200,"7,955"
Husein Augar,Australia,50% Dark Bites,05-11-2022,"$2,352",279,"2,352"
Roddy Speechley,Canada,Spicy Special Slims,06-11-2022,"$1,658.79",193,"1,658.79"
Barr Faughny,Canada,Manuka Honey Choco,06-11-2022,"$4,115.57",274,"4,115.57"
Roddy Speechley,USA,Eclairs,06-11-2022,"$6,752",242,"6,752"
Husein Augar,UK,Eclairs,06-11-2022,"$5,630",318,"5,630"
Gigi Bohling,New Zealand,After Nines,07-11-2022,"$5,600.00",181,"5,600.00"
Ches Bonnell,UK,85% Dark Bars,07-11-2022,"$15,944.86",11,"15,944.86"
Brien Boise,Australia,Organic Choco Syrup,07-11-2022,"$4,479.69",261,"4,479.69"
Ches Bonnell,UK,Smooth Sliky Salty,07-11-2022,"$9,853",78,"9,853"
Roddy Speechley,India,Smooth Sliky Salty,07-11-2022,"$3,577",377,"3,577"
Roddy Speechley,New Zealand,85% Dark Bars,07-11-2022,"$3,676",95,"3,676"
Gunar Cockshoot,New Zealand,Raspberry Choco,08-11-2022,$630.00,52,630
Barr Faughny,USA,White Choc,08-11-2022,"$8,523.42",171,"8,523.42"
Beverie Moffet,India,Organic Choco Syrup,08-11-2022,"$9,291",207,"9,291"
Camilla Castle,USA,50% Dark Bites,08-11-2022,$116,71,116
Madelene Upcott,New Zealand,White Choc,08-11-2022,"$6,639",158,"6,639"
Andria Kimpton,Canada,Peanut Butter Cubes,09-11-2022,"$1,127.00",319,"1,127.00"
Curtice Advani,Canada,Organic Choco Syrup,09-11-2022,$791.00,22,791
Dennison Crosswaite,India,Fruit & Nut Bars,09-11-2022,"$1,126.87",23,"1,126.87"
Brien Boise,Australia,Choco Coated Almonds,09-11-2022,"$2,059",286,"2,059"
Kaine Padly,Australia,50% Dark Bites,09-11-2022,"$1,256",274,"1,256"
Beverie Moffet,India,White Choc,09-11-2022,"$5,058",217,"5,058"
Dotty Strutley,Australia,Baker's Choco Chips,10-11-2022,"$3,767.49",65,"3,767.49"
Karlen McCaffrey,India,85% Dark Bars,10-11-2022,"$5,016",274,"5,016"
Gigi Bohling,Canada,Baker's Choco Chips,11-11-2022,"$1,505.00",47,"1,505.00"
Beverie Moffet,Australia,Fruit & Nut Bars,11-11-2022,"$2,992",106,"2,992"
Curtice Advani,Australia,Milk Bars,12-11-2022,"$6,979.00",18,"6,979.00"
Kaine Padly,UK,Smooth Sliky Salty,12-11-2022,"$9,928.10",599,"9,928.10"
Brien Boise,India,Eclairs,12-11-2022,"$9,295",188,"9,295"
Ches Bonnell,UK,Choco Coated Almonds,12-11-2022,$473,128,473
Dennison Crosswaite,Australia,85% Dark Bars,12-11-2022,$101,151,101
Dotty Strutley,USA,Mint Chip Choco,12-11-2022,"$3,316",213,"3,316"
Wilone O'Kielt,USA,50% Dark Bites,12-11-2022,"$5,189",286,"5,189"
Kaine Padly,Australia,70% Dark Bites,13-11-2022,"$7,734.54",227,"7,734.54"
Jehu Rudeforth,UK,Smooth Sliky Salty,13-11-2022,"$4,278",315,"4,278"
Madelene Upcott,USA,After Nines,14-11-2022,"$4,571.00",430,"4,571.00"
Curtice Advani,USA,Mint Chip Choco,14-11-2022,"$4,802.00",296,"4,802.00"
Barr Faughny,New Zealand,Fruit & Nut Bars,14-11-2022,"$1,888.94",159,"1,888.94"
Kaine Padly,UK,Drinking Coco,14-11-2022,"$2,513.58",226,"2,513.58"
Kaine Padly,Canada,Manuka Honey Choco,15-11-2022,"$10,213.00",135,"10,213.00"
Jehu Rudeforth,India,Peanut Butter Cubes,15-11-2022,$28.00,446,28
Roddy Speechley,Australia,Mint Chip Choco,15-11-2022,"$6,797.00",252,"6,797.00"
Mallorie Waber,Canada,Manuka Honey Choco,15-11-2022,"$3,206",279,"3,206"
Madelene Upcott,New Zealand,Peanut Butter Cubes,15-11-2022,"$5,087",380,"5,087"
Oby Sorrel,Canada,Eclairs,15-11-2022,"$7,934",365,"7,934"
Mallorie Waber,New Zealand,Organic Choco Syrup,16-11-2022,"$3,773",288,"3,773"
Oby Sorrel,India,Drinking Coco,16-11-2022,"$5,232",275,"5,232"
Jan Morforth,New Zealand,Organic Choco Syrup,17-11-2022,"$1,799.00",207,"1,799.00"
Gunar Cockshoot,USA,After Nines,17-11-2022,"$4,264.49",252,"4,264.49"
Husein Augar,Australia,50% Dark Bites,17-11-2022,"$14,953.43",51,"14,953.43"
Oby Sorrel,Australia,Raspberry Choco,17-11-2022,"$9,529",2,"9,529"
Madelene Upcott,Australia,Orange Choco,17-11-2022,$512,148,512
Madelene Upcott,Canada,85% Dark Bars,17-11-2022,"$6,295",96,"6,295"
Camilla Castle,New Zealand,99% Dark & Pure,17-11-2022,$307,29,307
Camilla Castle,Canada,Drinking Coco,17-11-2022,$871,392,871
Kaine Padly,Australia,After Nines,18-11-2022,"$7,889.90",300,"7,889.90"
Ches Bonnell,USA,White Choc,18-11-2022,"$6,321.35",325,"6,321.35"
Jan Morforth,Australia,Drinking Coco,18-11-2022,"$7,754",393,"7,754"
Jan Morforth,New Zealand,Organic Choco Syrup,19-11-2022,"$1,921.57",226,"1,921.57"
Madelene Upcott,USA,Orange Choco,19-11-2022,"$8,258.37",132,"8,258.37"
Gunar Cockshoot,Canada,Almond Choco,19-11-2022,"$1,308.52",30,"1,308.52"
Curtice Advani,Canada,Smooth Sliky Salty,19-11-2022,"$5,594",267,"5,594"
Jehu Rudeforth,UK,Mint Chip Choco,20-11-2022,"$5,902.13",178,"5,902.13"
Barr Faughny,New Zealand,Mint Chip Choco,20-11-2022,"$6,526.01",147,"6,526.01"
Mallorie Waber,UK,Drinking Coco,20-11-2022,"$3,666.04",107,"3,666.04"
Van Tuxwell,India,After Nines,20-11-2022,"$15,021.98",211,"15,021.98"
Mallorie Waber,New Zealand,Mint Chip Choco,20-11-2022,"$1,386.10",104,"1,386.10"
Dotty Strutley,USA,Caramel Stuffed Bars,20-11-2022,"$18,581.37",83,"18,581.37"
Kelci Walkden,India,Caramel Stuffed Bars,20-11-2022,"$2,149",391,"2,149"
Andria Kimpton,Australia,Baker's Choco Chips,20-11-2022,"$6,729",368,"6,729"
Andria Kimpton,Canada,After Nines,21-11-2022,"$2,321.97",71,"2,321.97"
Madelene Upcott,India,Organic Choco Syrup,21-11-2022,"$7,659",341,"7,659"
Husein Augar,UK,Almond Choco,21-11-2022,"$6,985",362,"6,985"
Wilone O'Kielt,India,Caramel Stuffed Bars,21-11-2022,"$6,508",290,"6,508"
Andria Kimpton,Canada,Organic Choco Syrup,22-11-2022,"$5,150",105,"5,150"
Dennison Crosswaite,USA,70% Dark Bites,22-11-2022,$186,253,186
Husein Augar,USA,After Nines,23-11-2022,"$11,571.00",180,"11,571.00"
Andria Kimpton,UK,Caramel Stuffed Bars,23-11-2022,"$8,959.38",271,"8,959.38"
Mallorie Waber,USA,Manuka Honey Choco,23-11-2022,"$5,910.67",100,"5,910.67"
Gunar Cockshoot,Australia,After Nines,23-11-2022,"$1,702",174,"1,702"
Kaine Padly,UK,50% Dark Bites,23-11-2022,"$8,884",183,"8,884"
Marney O'Breen,Australia,Spicy Special Slims,24-11-2022,"$14,687.62",293,"14,687.62"
Ches Bonnell,UK,Smooth Sliky Salty,24-11-2022,"$6,503.75",116,"6,503.75"
Wilone O'Kielt,UK,Organic Choco Syrup,24-11-2022,"$5,574.83",52,"5,574.83"
Gunar Cockshoot,India,Caramel Stuffed Bars,24-11-2022,"$2,941.72",220,"2,941.72"
Oby Sorrel,New Zealand,Smooth Sliky Salty,24-11-2022,"$9,423",202,"9,423"
Gunar Cockshoot,USA,Eclairs,24-11-2022,$495,392,495
Mallorie Waber,UK,50% Dark Bites,25-11-2022,"$5,502.00",99,"5,502.00"
Andria Kimpton,Australia,Almond Choco,25-11-2022,"$3,192.00",175,"3,192.00"
Roddy Speechley,USA,Smooth Sliky Salty,25-11-2022,"$7,037",13,"7,037"
Ches Bonnell,New Zealand,Organic Choco Syrup,26-11-2022,"$7,623.00",85,"7,623.00"
Dennison Crosswaite,Canada,Drinking Coco,26-11-2022,"$2,924.46",25,"2,924.46"
Jehu Rudeforth,UK,Milk Bars,26-11-2022,"$13,420.93",232,"13,420.93"
Kelci Walkden,Canada,Milk Bars,26-11-2022,"$17,680.19",27,"17,680.19"
Andria Kimpton,New Zealand,50% Dark Bites,27-11-2022,"$3,750.88",208,"3,750.88"
Madelene Upcott,USA,White Choc,27-11-2022,"$12,571.07",226,"12,571.07"
Ches Bonnell,USA,Organic Choco Syrup,27-11-2022,"$8,754.31",14,"8,754.31"
Husein Augar,India,Peanut Butter Cubes,27-11-2022,"$3,095",242,"3,095"
Brien Boise,New Zealand,Baker's Choco Chips,27-11-2022,"$4,342",359,"4,342"
Van Tuxwell,Canada,Manuka Honey Choco,28-11-2022,"$8,617.00",46,"8,617.00"
Karlen McCaffrey,USA,Eclairs,28-11-2022,$991.46,133,991.46
Van Tuxwell,India,Baker's Choco Chips,28-11-2022,"$6,816",56,"6,816"
Andria Kimpton,Canada,Organic Choco Syrup,28-11-2022,"$9,450",47,"9,450"
Ches Bonnell,Canada,Organic Choco Syrup,29-11-2022,$593.63,229,593.63
Camilla Castle,USA,White Choc,29-11-2022,"$10,958.51",23,"10,958.51"
Van Tuxwell,Australia,99% Dark & Pure,29-11-2022,"$6,500",173,"6,500"
Curtice Advani,India,85% Dark Bars,29-11-2022,"$5,527",363,"5,527"
Marney O'Breen,Canada,Milk Bars,29-11-2022,"$7,356",283,"7,356"
Dotty Strutley,USA,Fruit & Nut Bars,30-11-2022,"$2,898.00",276,"2,898.00"
Camilla Castle,New Zealand,85% Dark Bars,30-11-2022,"$15,099.00",55,"15,099.00"
Kelci Walkden,Canada,99% Dark & Pure,30-11-2022,"$4,830.00",50,"4,830.00"
Jan Morforth,USA,Orange Choco,01-12-2022,$980.00,146,980
Curtice Advani,Canada,99% Dark & Pure,01-12-2022,"$1,063",230,"1,063"
Curtice Advani,India,85% Dark Bars,01-12-2022,"$1,745",75,"1,745"
Van Tuxwell,UK,Almond Choco,01-12-2022,"$3,813",212,"3,813"
Kaine Padly,Australia,70% Dark Bites,02-12-2022,"$6,706.00",223,"6,706.00"
Kelci Walkden,New Zealand,Smooth Sliky Salty,02-12-2022,"$12,030.46",296,"12,030.46"
Brien Boise,UK,Spicy Special Slims,02-12-2022,"$2,462.14",60,"2,462.14"
Barr Faughny,New Zealand,Fruit & Nut Bars,02-12-2022,"$1,853.03",153,"1,853.03"
Rafaelita Blaksland,USA,White Choc,02-12-2022,$234,188,234
Dotty Strutley,USA,Raspberry Choco,03-12-2022,"$3,437.00",46,"3,437.00"
Jan Morforth,New Zealand,Organic Choco Syrup,03-12-2022,$407,344,407
Dennison Crosswaite,UK,Milk Bars,04-12-2022,"$10,808.00",407,"10,808.00"
Madelene Upcott,Australia,Organic Choco Syrup,04-12-2022,"$11,542.54",49,"11,542.54"
Kaine Padly,Australia,Eclairs,04-12-2022,"$8,385.26",122,"8,385.26"
Barr Faughny,UK,Mint Chip Choco,04-12-2022,"$6,724",367,"6,724"
Husein Augar,USA,85% Dark Bars,05-12-2022,$378.00,54,378
Husein Augar,Canada,Eclairs,05-12-2022,"$4,049.61",255,"4,049.61"
Wilone O'Kielt,USA,After Nines,05-12-2022,$396.19,32,396.19
Ches Bonnell,USA,Choco Coated Almonds,05-12-2022,"$15,629.82",89,"15,629.82"
Camilla Castle,India,Drinking Coco,05-12-2022,"$9,634",26,"9,634"
Roddy Speechley,New Zealand,50% Dark Bites,05-12-2022,"$2,208",336,"2,208"
Van Tuxwell,UK,Organic Choco Syrup,05-12-2022,"$3,756",329,"3,756"
Rafaelita Blaksland,Australia,Organic Choco Syrup,06-12-2022,"$1,123.58",114,"1,123.58"
Madelene Upcott,New Zealand,Raspberry Choco,06-12-2022,"$10,858.21",451,"10,858.21"
Andria Kimpton,USA,Raspberry Choco,06-12-2022,"$2,659",176,"2,659"
Jehu Rudeforth,Canada,Smooth Sliky Salty,06-12-2022,"$8,577",276,"8,577"
Barr Faughny,Australia,Caramel Stuffed Bars,07-12-2022,"$2,933.00",55,"2,933.00"
Ches Bonnell,India,Smooth Sliky Salty,07-12-2022,"$8,043.00",18,"8,043.00"
Camilla Castle,India,50% Dark Bites,08-12-2022,"$10,539.54",398,"10,539.54"
Mallorie Waber,Australia,85% Dark Bars,08-12-2022,"$2,714.76",52,"2,714.76"
Gunar Cockshoot,UK,Manuka Honey Choco,08-12-2022,"$3,406",164,"3,406"
Gigi Bohling,UK,Almond Choco,09-12-2022,"$6,046.40",10,"6,046.40"
Van Tuxwell,India,Spicy Special Slims,09-12-2022,"$8,380",371,"8,380"
Kelci Walkden,India,Caramel Stuffed Bars,10-12-2022,$476.00,125,476
Marney O'Breen,New Zealand,Milk Bars,10-12-2022,"$7,940.49",328,"7,940.49"
Roddy Speechley,India,Peanut Butter Cubes,10-12-2022,"$11,596.89",22,"11,596.89"
Dennison Crosswaite,India,85% Dark Bars,10-12-2022,"$4,562.97",21,"4,562.97"
Madelene Upcott,Canada,Choco Coated Almonds,10-12-2022,"$3,451.24",283,"3,451.24"
Karlen McCaffrey,Australia,70% Dark Bites,10-12-2022,"$3,956",397,"3,956"
Rafaelita Blaksland,USA,Fruit & Nut Bars,10-12-2022,"$1,884",200,"1,884"
Madelene Upcott,UK,Caramel Stuffed Bars,10-12-2022,"$5,969",395,"5,969"
Brien Boise,UK,Caramel Stuffed Bars,10-12-2022,"$1,662",31,"1,662"
Karlen McCaffrey,USA,Raspberry Choco,10-12-2022,"$9,277",203,"9,277"
Barr Faughny,USA,Caramel Stuffed Bars,10-12-2022,"$3,673",358,"3,673"
Andria Kimpton,India,Spicy Special Slims,11-12-2022,$291,343,291
Jehu Rudeforth,USA,Smooth Sliky Salty,12-12-2022,"$6,657.00",154,"6,657.00"
Camilla Castle,USA,Raspberry Choco,12-12-2022,"$3,516.72",17,"3,516.72"
Jehu Rudeforth,USA,White Choc,12-12-2022,"$7,339.32",121,"7,339.32"
Roddy Speechley,USA,Milk Bars,12-12-2022,"$7,064",374,"7,064"
Ches Bonnell,Australia,Mint Chip Choco,12-12-2022,"$7,498",215,"7,498"
Marney O'Breen,Canada,Orange Choco,13-12-2022,"$2,723.00",425,"2,723.00"
Gunar Cockshoot,Australia,Raspberry Choco,13-12-2022,$602.00,72,602
Kelci Walkden,USA,50% Dark Bites,13-12-2022,"$6,387.65",227,"6,387.65"
Oby Sorrel,India,Spicy Special Slims,13-12-2022,"$12,531.37",86,"12,531.37"
Kaine Padly,New Zealand,Spicy Special Slims,13-12-2022,"$5,746",100,"5,746"
Karlen McCaffrey,New Zealand,Drinking Coco,14-12-2022,$168.00,156,168
Ches Bonnell,Australia,White Choc,14-12-2022,"$1,103.54",195,"1,103.54"
Barr Faughny,India,Mint Chip Choco,14-12-2022,"$6,553",101,"6,553"
Madelene Upcott,India,Choco Coated Almonds,15-12-2022,"$3,764.59",158,"3,764.59"
Ches Bonnell,USA,Milk Bars,15-12-2022,"$2,770.47",159,"2,770.47"
Oby Sorrel,Australia,50% Dark Bites,15-12-2022,"$1,770",363,"1,770"
Barr Faughny,Canada,Peanut Butter Cubes,16-12-2022,"$2,100.00",78,"2,100.00"
Kelci Walkden,UK,85% Dark Bars,16-12-2022,"$3,997.00",228,"3,997.00"
Jan Morforth,UK,Organic Choco Syrup,16-12-2022,"$5,651",217,"5,651"
Dotty Strutley,India,Peanut Butter Cubes,16-12-2022,"$4,824",359,"4,824"
Rafaelita Blaksland,UK,Spicy Special Slims,16-12-2022,"$4,984",183,"4,984"
Rafaelita Blaksland,USA,Baker's Choco Chips,17-12-2022,"$2,863.00",58,"2,863.00"
Kaine Padly,Australia,Almond Choco,17-12-2022,"$4,674.20",422,"4,674.20"
Wilone O'Kielt,USA,Milk Bars,17-12-2022,$928,215,928
Curtice Advani,UK,Manuka Honey Choco,18-12-2022,"$1,666.00",106,"1,666.00"
Gigi Bohling,UK,Almond Choco,18-12-2022,"$1,657",295,"1,657"
Van Tuxwell,Australia,99% Dark & Pure,18-12-2022,"$8,668",44,"8,668"
Barr Faughny,USA,50% Dark Bites,18-12-2022,"$7,674",256,"7,674"
Karlen McCaffrey,India,Drinking Coco,19-12-2022,"$5,055.05",241,"5,055.05"
Jehu Rudeforth,UK,Peanut Butter Cubes,19-12-2022,"$3,544",111,"3,544"
Jehu Rudeforth,Canada,Smooth Sliky Salty,19-12-2022,"$8,978",107,"8,978"
Gunar Cockshoot,India,Baker's Choco Chips,19-12-2022,"$8,324",369,"8,324"
Camilla Castle,New Zealand,Caramel Stuffed Bars,19-12-2022,"$9,823",307,"9,823"
Kelci Walkden,India,Smooth Sliky Salty,19-12-2022,$788,232,788
Karlen McCaffrey,USA,White Choc,20-12-2022,"$5,209.40",2,"5,209.40"
Ches Bonnell,Canada,Smooth Sliky Salty,20-12-2022,"$6,807",234,"6,807"
Mallorie Waber,UK,50% Dark Bites,21-12-2022,"$6,160.89",95,"6,160.89"
Kelci Walkden,India,Mint Chip Choco,21-12-2022,"$3,012.68",129,"3,012.68"
Dotty Strutley,USA,Orange Choco,21-12-2022,"$2,358",308,"2,358"
Ches Bonnell,New Zealand,Milk Bars,22-12-2022,$981,178,981
Wilone O'Kielt,India,After Nines,22-12-2022,$234,138,234
Dotty Strutley,Australia,50% Dark Bites,22-12-2022,"$1,294",27,"1,294"
Mallorie Waber,Canada,Eclairs,23-12-2022,"$1,652.61",277,"1,652.61"
Roddy Speechley,India,50% Dark Bites,23-12-2022,"$8,744.95",12,"8,744.95"
Jan Morforth,India,Eclairs,23-12-2022,"$9,245",301,"9,245"
Andria Kimpton,UK,Drinking Coco,23-12-2022,$695,279,695
Jan Morforth,Canada,70% Dark Bites,23-12-2022,"$7,129",146,"7,129"
Gunar Cockshoot,UK,Spicy Special Slims,24-12-2022,"$13,105.65",199,"13,105.65"
Brien Boise,Australia,Choco Coated Almonds,24-12-2022,"$5,641.54",61,"5,641.54"
Jehu Rudeforth,India,99% Dark & Pure,24-12-2022,"$8,084",38,"8,084"
Kaine Padly,India,70% Dark Bites,24-12-2022,"$4,010",3,"4,010"
Camilla Castle,UK,Mint Chip Choco,24-12-2022,"$6,551",257,"6,551"
Oby Sorrel,UK,Choco Coated Almonds,24-12-2022,"$4,391",304,"4,391"
Beverie Moffet,New Zealand,Baker's Choco Chips,24-12-2022,"$7,513",143,"7,513"
Barr Faughny,Canada,Manuka Honey Choco,24-12-2022,"$6,939",106,"6,939"
Jehu Rudeforth,Australia,Orange Choco,24-12-2022,"$7,096",82,"7,096"
Madelene Upcott,Australia,Mint Chip Choco,25-12-2022,"$2,766.65",148,"2,766.65"
Barr Faughny,India,Mint Chip Choco,25-12-2022,"$7,899.01",461,"7,899.01"
Karlen McCaffrey,Canada,Smooth Sliky Salty,25-12-2022,"$3,368.63",180,"3,368.63"
Brien Boise,New Zealand,70% Dark Bites,25-12-2022,"$4,769",257,"4,769"
Beverie Moffet,Canada,85% Dark Bars,25-12-2022,"$5,787",291,"5,787"
Dotty Strutley,Australia,White Choc,26-12-2022,"$6,067.94",94,"6,067.94"
Mallorie Waber,Canada,Eclairs,26-12-2022,"$1,671.64",277,"1,671.64"
Gigi Bohling,USA,Milk Bars,26-12-2022,"$2,616",75,"2,616"
Madelene Upcott,Australia,99% Dark & Pure,27-12-2022,"$4,911.08",163,"4,911.08"
Kaine Padly,Australia,70% Dark Bites,27-12-2022,"$4,508",25,"4,508"
Brien Boise,UK,Caramel Stuffed Bars,27-12-2022,"$7,412",209,"7,412"
Curtice Advani,New Zealand,85% Dark Bars,28-12-2022,"$5,936.81",180,"5,936.81"
Beverie Moffet,Canada,Drinking Coco,28-12-2022,"$2,237",378,"2,237"
Kaine Padly,USA,Eclairs,28-12-2022,"$8,569",101,"8,569"
Dennison Crosswaite,India,99% Dark & Pure,28-12-2022,"$4,756",31,"4,756"
Roddy Speechley,India,Caramel Stuffed Bars,29-12-2022,"$7,724",372,"7,724"
Ches Bonnell,Canada,Eclairs,29-12-2022,"$5,117",134,"5,117"
Beverie Moffet,Canada,Orange Choco,29-12-2022,"$7,787",96,"7,787"
Jan Morforth,Canada,Mint Chip Choco,30-12-2022,"$1,064.00",211,"1,064.00"
Ches Bonnell,UK,Smooth Sliky Salty,30-12-2022,"$9,823",74,"9,823"
Jehu Rudeforth,India,50% Dark Bites,30-12-2022,"$9,713",298,"9,713"
Kelci Walkden,India,Eclairs,31-12-2022,"$5,334.00",80,"5,334.00"
Gigi Bohling,USA,After Nines,31-12-2022,"$2,043.13",243,"2,043.13"
Barr Faughny,New Zealand,Smooth Sliky Salty,31-12-2022,"$4,552.15",172,"4,552.15"
Gigi Bohling,Australia,Smooth Sliky Salty,31-12-2022,"$6,359.09",121,"6,359.09"
Barr Faughny,New Zealand,Raspberry Choco,31-12-2022,"$1,932",316,"1,932"
Beverie Moffet,USA,Smooth Sliky Salty,31-12-2022,"$9,182",35,"9,182"
Gigi Bohling,USA,Smooth Sliky Salty,31-12-2022,"$3,813",261,"3,813"
Dotty Strutley,India,Spicy Special Slims,01-01-2023,"$2,486",340,"2,486"
Jehu Rudeforth,Australia,99% Dark & Pure,01-01-2023,"$4,053",352,"4,053"
Camilla Castle,UK,Peanut Butter Cubes,02-01-2023,"$5,231.88",125,"5,231.88"
Dotty Strutley,USA,Orange Choco,02-01-2023,"$5,690",357,"5,690"
Beverie Moffet,India,Spicy Special Slims,02-01-2023,"$6,553",109,"6,553"
Gunar Cockshoot,Canada,Spicy Special Slims,03-01-2023,"$13,405.00",12,"13,405.00"
Gunar Cockshoot,Canada,50% Dark Bites,03-01-2023,$962,245,962
Husein Augar,Australia,Organic Choco Syrup,03-01-2023,"$4,987",71,"4,987"
Curtice Advani,New Zealand,Peanut Butter Cubes,04-01-2023,"$1,637.72",454,"1,637.72"
Jan Morforth,UK,Organic Choco Syrup,04-01-2023,"$1,281.32",354,"1,281.32"
Beverie Moffet,India,Almond Choco,04-01-2023,"$3,474.98",104,"3,474.98"
Barr Faughny,USA,Raspberry Choco,04-01-2023,"$1,678",84,"1,678"
Dennison Crosswaite,India,85% Dark Bars,04-01-2023,"$1,996",278,"1,996"
Gigi Bohling,USA,Choco Coated Almonds,05-01-2023,"$14,154.35",105,"14,154.35"
Gunar Cockshoot,Canada,Spicy Special Slims,05-01-2023,"$14,603.41",12,"14,603.41"
Beverie Moffet,India,Drinking Coco,05-01-2023,"$1,795",157,"1,795"
Mallorie Waber,India,Raspberry Choco,05-01-2023,$822,275,822
Andria Kimpton,Australia,Manuka Honey Choco,06-01-2023,"$10,883.13",394,"10,883.13"
Curtice Advani,Canada,Eclairs,06-01-2023,$857.34,197,857.34
Beverie Moffet,India,Spicy Special Slims,06-01-2023,"$1,522",30,"1,522"
Ches Bonnell,New Zealand,Drinking Coco,06-01-2023,"$7,329",85,"7,329"
Van Tuxwell,Australia,Caramel Stuffed Bars,06-01-2023,$758,125,758
Karlen McCaffrey,USA,Manuka Honey Choco,06-01-2023,"$5,750",380,"5,750"
Wilone O'Kielt,USA,Orange Choco,07-01-2023,"$7,042.00",37,"7,042.00"
Gunar Cockshoot,USA,Eclairs,07-01-2023,"$6,916.00",42,"6,916.00"
Jehu Rudeforth,UK,After Nines,07-01-2023,"$1,946.00",164,"1,946.00"
Wilone O'Kielt,India,Caramel Stuffed Bars,07-01-2023,"$4,890.59",274,"4,890.59"
Gigi Bohling,India,Eclairs,07-01-2023,"$3,916.92",74,"3,916.92"
Camilla Castle,USA,50% Dark Bites,07-01-2023,"$8,679",301,"8,679"
Jan Morforth,India,After Nines,09-01-2023,"$6,496.00",168,"6,496.00"
Karlen McCaffrey,India,Drinking Coco,09-01-2023,"$4,795.00",233,"4,795.00"
Barr Faughny,Australia,Raspberry Choco,09-01-2023,"$10,744.23",105,"10,744.23"
Barr Faughny,New Zealand,99% Dark & Pure,09-01-2023,"$8,503",161,"8,503"
Madelene Upcott,Canada,Choco Coated Almonds,09-01-2023,"$4,141",174,"4,141"
Brien Boise,UK,Drinking Coco,10-01-2023,"$6,337.94",128,"6,337.94"
Barr Faughny,New Zealand,After Nines,10-01-2023,"$11,250.69",91,"11,250.69"
Jehu Rudeforth,Canada,Manuka Honey Choco,10-01-2023,"$7,402",111,"7,402"
Gigi Bohling,Australia,Raspberry Choco,10-01-2023,"$9,169",324,"9,169"
Dennison Crosswaite,Canada,Drinking Coco,11-01-2023,"$3,010.07",24,"3,010.07"
Jehu Rudeforth,UK,Drinking Coco,12-01-2023,"$7,624.67",422,"7,624.67"
Kelci Walkden,Australia,Orange Choco,12-01-2023,$963,46,963
Barr Faughny,New Zealand,Fruit & Nut Bars,12-01-2023,"$6,359",248,"6,359"
Jehu Rudeforth,UK,70% Dark Bites,12-01-2023,"$4,553",168,"4,553"
Gigi Bohling,Australia,Orange Choco,13-01-2023,$574.00,156,574
Van Tuxwell,India,Choco Coated Almonds,13-01-2023,"$6,833.86",115,"6,833.86"
Barr Faughny,Canada,Peanut Butter Cubes,13-01-2023,"$4,893",372,"4,893"
